RS;SANTO AUGUSTO;IFFARROUPILHA;CAMPUS SANTO AUGUSTO;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;LICENCIATURA;CIENCIAS BIOLOGICAS;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;2971770;CIENCIAS BIOLOGICAS  24/03/2023 31/12/2026;24/03/2023;31/12/2026;3304;3200;3200;2,5;;1379;2,3205;846,9906;1,0587;;;01/01/2023;31/12/2023;25;0;283;0;0;0; 0,7753 ; 0,8209 ; 20,5221 ; 51,3053 ; -     ; 51,3053 ;PRESENCIAL;;;;;;;
RS;SANTO AUGUSTO;IFFARROUPILHA;CAMPUS SANTO AUGUSTO;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;LICENCIATURA;COMPUTACAO;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;2971771;COMPUTACAO  24/03/2023 31/12/2026;24/03/2023;31/12/2026;3340;3200;3200;2,5;;1379;2,3205;846,9906;1,0587;;;01/01/2023;31/12/2023;25;0;283;0;0;0; 0,7753 ; 0,8209 ; 20,5221 ; 51,3053 ; -     ; 51,3053 ;PRESENCIAL;;;;;;;
RS;SANTO AUGUSTO;IFFARROUPILHA;CAMPUS SANTO AUGUSTO;ENSINO A DISTANCIA;SEM PROGRAMA ASSOCIADO;ESPECIALIZACAO (LATO SENSU);ESPECIALIZACAO - PRODUCAO ALIMENTICIA;PRODUCAO ALIMENTICIA;NÃO;;2986240;ESPECIALIZACAO - PRODUCAO ALIMENTICIA  05/04/2023 30/07/2024;05/04/2023;30/07/2024;360;360;360;2;;483;0,7453;272,0497;0,3401;;;01/01/2023;31/12/2023;30;0;271;0;0;0; 0,7425 ; 0,2525 ; 7,5745 ; 15,1491 ; -     ; 15,1491 ;EAD FP;;;;;;;
RS;SANTO AUGUSTO;IFFARROUPILHA;CAMPUS SANTO AUGUSTO;ENSINO A DISTANCIA;SEM PROGRAMA ASSOCIADO;QUALIFICACAO PROFISSIONAL (FIC);ASSISTENTE ADMINISTRATIVO;GESTAO E NEGOCIOS;NÃO;;3040824;ASSISTENTE ADMINISTRATIVO  25/09/2023 25/11/2023;25/09/2023;25/11/2023;160;160;160;1;;62;2,5806;160,0000;0,2000;;;01/01/2023;31/12/2023;47;0;0;0;62;0; 1,0000 ; 0,2000 ; 9,4000 ; 9,4000 ; -     ; 9,4000 ;EAD FP;;;;;;;
RS;SANTO AUGUSTO;IFFARROUPILHA;CAMPUS SANTO AUGUSTO;ENSINO A DISTANCIA;SEM PROGRAMA ASSOCIADO;QUALIFICACAO PROFISSIONAL (FIC);MICROEMPREENDEDOR INDIVIDUAL (MEI);GESTAO E NEGOCIOS;NÃO;;3040828;MICROEMPREENDEDOR INDIVIDUAL (MEI)  25/09/2023 25/11/2023;25/09/2023;25/11/2023;160;160;160;1;;62;2,5806;160,0000;0,2000;;;01/01/2023;31/12/2023;10;0;0;0;62;0; 1,0000 ; 0,2000 ; 2,0000 ; 2,0000 ; -     ; 2,0000 ;EAD FP;;;;;;;
RS;SANTO AUGUSTO;IFFARROUPILHA;CAMPUS SANTO AUGUSTO;ENSINO A DISTANCIA;SEM PROGRAMA ASSOCIADO;QUALIFICACAO PROFISSIONAL (FIC);PRODUTOR DE PLANTAS AROMATICAS E MEDICINAIS;RECURSOS NATURAIS;NÃO;;3040831;PRODUTOR DE PLANTAS AROMATICAS E MEDICINAIS  25/09/2023 25/11/2023;25/09/2023;25/11/2023;200;200;200;1;;62;3,2258;200,0000;0,2500;;;01/01/2023;31/12/2023;14;0;0;0;62;0; 1,0000 ; 0,2500 ; 3,5000 ; 3,5000 ; -     ; 3,5000 ;EAD FP;;;;;;;
RS;SANTO AUGUSTO;IFFARROUPILHA;CAMPUS SANTO AUGUSTO;ENSINO A DISTANCIA;SEM PROGRAMA ASSOCIADO;QUALIFICACAO PROFISSIONAL (FIC);PROGRAMADOR DE DISPOSITIVOS MOVEIS;INFORMACAO E COMUNICACAO;NÃO;;3040832;PROGRAMADOR DE DISPOSITIVOS MOVEIS  25/09/2023 25/11/2023;25/09/2023;25/11/2023;200;200;200;1;;62;3,2258;200,0000;0,2500;;;01/01/2023;31/12/2023;16;0;0;0;62;0; 1,0000 ; 0,2500 ; 4,0000 ; 4,0000 ; -     ; 4,0000 ;EAD FP;;;;;;;
RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;LICENCIATURA;FISICA;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;1206821;FISICA  22/02/2012 28/02/2015;22/02/2012;28/02/2015;3000;3200;3200;2,5;;1103;2,7199;992,7471;1,2409;;;01/01/2023;31/12/2023;1;0;0;0;0;182,5; 0,5000 ; 0,6205 ; -     ; -     ; -     ; -     ;PRESENCIAL;;;;;;;
RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;LICENCIATURA;MATEMATICA;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;1781697;MATEMATICA  22/02/2013 30/12/2016;22/02/2013;30/12/2016;3000;3200;3200;2,5;;1408;2,1307;777,6989;0,9721;;;01/01/2023;31/12/2023;0;0;0;0;0;182,5; 0,5000 ; 0,4861 ; -     ; -     ; -     ; -     ;PRESENCIAL;;;;;;;
RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;LICENCIATURA;MATEMATICA;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;1944861;MATEMATICA  19/02/2014 20/02/2017;19/02/2014;20/02/2017;3000;3200;3200;2,5;;1098;2,7322;997,2678;1,2466;;;01/01/2023;31/12/2023;2;0;0;0;0;182,5; 0,5000 ; 0,6233 ; -     ; -     ; -     ; -     ;PRESENCIAL;;;;;;;
RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;BACHARELADO;SISTEMAS DE INFORMACAO;INFORMACAO E COMUNICACAO;NÃO;;1980959;SISTEMAS DE INFORMACAO  19/02/2015 19/12/2018;19/02/2015;19/12/2018;3000;3000;3000;1,5;;1400;2,1429;782,1429;0,9777;;;01/01/2023;31/12/2023;2;0;0;0;0;182,5; 0,5000 ; 0,4888 ; -     ; -     ; -     ; -     ;PRESENCIAL;;;;;;;
RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;BACHARELADO;SISTEMAS DE INFORMACAO;INFORMACAO E COMUNICACAO;NÃO;;2024814;SISTEMAS DE INFORMACAO  15/02/2016 15/02/2020;15/02/2016;15/02/2020;3180;3000;3000;1,5;;1462;2,0520;748,9740;0,9362;;;01/01/2023;31/12/2023;3;0;0;0;0;182,5; 0,5000 ; 0,4681 ; 0,7022 ; 1,0532 ; -     ; 1,0532 ;PRESENCIAL;;;;;;;
RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;LICENCIATURA;FISICA;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;2024817;FISICA  15/02/2016 27/12/2019;15/02/2016;27/12/2019;3304;3200;3200;2,5;;1412;2,2663;827,1955;1,0340;;;01/01/2023;31/12/2023;2;0;0;0;0;182,5; 0,5000 ; 0,5170 ; -     ; -     ; -     ; -     ;PRESENCIAL;;;;;;;
RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;LICENCIATURA;MATEMATICA;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;2024818;MATEMATICA  15/02/2016 20/12/2019;15/02/2016;20/12/2019;3376;3200;3200;2,5;;1405;2,2776;831,3167;1,0391;;;01/01/2023;31/12/2023;2;0;0;0;0;182,5; 0,5000 ; 0,5196 ; -     ; -     ; -     ; -     ;PRESENCIAL;;;;;;;
RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;LICENCIATURA;FISICA;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;2146062;FISICA  13/02/2017 23/12/2020;13/02/2017;23/12/2020;3304;3200;3200;2,5;;1410;2,2695;828,3688;1,0355;;;01/01/2023;31/12/2023;5;0;0;0;0;182,5; 0,5000 ; 0,5177 ; 1,2943 ; 3,2358 ; -     ; 3,2358 ;PRESENCIAL;;;;;;;
RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;LICENCIATURA;MATEMATICA;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;2146320;MATEMATICA  13/02/2017 17/12/2020;13/02/2017;17/12/2020;3376;3200;3200;2,5;;1404;2,2792;831,9088;1,0399;;;01/01/2023;31/12/2023;3;0;0;0;0;182,5; 0,5000 ; 0,5199 ; 0,7799 ; 1,9498 ; -     ; 1,9498 ;PRESENCIAL;;;;;;;
RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;BACHARELADO;SISTEMAS DE INFORMACAO;INFORMACAO E COMUNICACAO;NÃO;;2147908;SISTEMAS DE INFORMACAO  13/02/2017 30/12/2020;13/02/2017;30/12/2020;3180;3000;3000;1,5;;1417;2,1171;772,7594;0,9659;;;01/01/2023;31/12/2023;4;0;0;0;0;182,5; 0,5000 ; 0,4830 ; 0,9659 ; 1,4489 ; -     ; 1,4489 ;PRESENCIAL;;;;;;;
RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNOLOGIA;GASTRONOMIA;TURISMO, HOSPITALIDADE E LAZER;NÃO;;2484152;GASTRONOMIA  26/02/2018 31/07/2020;26/02/2018;31/07/2020;1888;1600;1600;2,5;;887;1,8038;658,3991;0,8230;;;01/01/2023;31/12/2023;1;0;0;0;0;182,5; 0,5000 ; 0,4115 ; 0,2057 ; 0,5144 ; -     ; 0,5144 ;PRESENCIAL;;;;;;;
RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;LICENCIATURA;FISICA;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;2484153;FISICA  26/02/2018 16/12/2021;26/02/2018;16/12/2021;3304;3200;3200;2,5;;1390;2,3022;840,2878;1,0504;;;01/01/2023;31/12/2023;4;0;0;0;0;182,5; 0,5000 ; 0,5252 ; 1,0504 ; 2,6259 ; -     ; 2,6259 ;PRESENCIAL;;;;;;;
RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;LICENCIATURA;MATEMATICA;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;2486951;MATEMATICA  26/02/2018 16/12/2021;26/02/2018;16/12/2021;3376;3200;3200;2,5;;1390;2,3022;840,2878;1,0504;;;01/01/2023;31/12/2023;11;0;0;0;0;182,5; 0,5000 ; 0,5252 ; 2,8885 ; 7,2212 ; -     ; 7,2212 ;PRESENCIAL;;;;;;;
RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNOLOGIA;GESTAO DE TURISMO;TURISMO, HOSPITALIDADE E LAZER;NÃO;;2489477;GESTAO DE TURISMO  26/02/2018 24/07/2020;26/02/2018;24/07/2020;2052;1600;1600;1;;880;1,8182;663,6364;0,8295;;;01/01/2023;31/12/2023;1;0;0;0;0;182,5; 0,5000 ; 0,4148 ; 0,2074 ; 0,2074 ; -     ; 0,2074 ;PRESENCIAL;;;;;;;
RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;BACHARELADO;SISTEMAS DE INFORMACAO;INFORMACAO E COMUNICACAO;NÃO;;2489482;SISTEMAS DE INFORMACAO  26/02/2018 16/12/2022;26/02/2018;16/12/2022;3180;3000;3000;1,5;;1755;1,7094;623,9316;0,7799;;;01/01/2023;31/12/2023;6;0;0;0;0;182,5; 0,5000 ; 0,3900 ; 1,1699 ; 1,7548 ; -     ; 1,7548 ;PRESENCIAL;;;;;;;
RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM INFORMATICA;INFORMACAO E COMUNICACAO;NÃO;INTEGRADO;2584643;TECNICO EM INFORMATICA INTEGRADO 11/02/2019 22/12/2021;11/02/2019;22/12/2021;3386;1200;3200;1,5;;1046;3,0593;1.116,6348;1,3958;;;01/01/2023;31/12/2023;7;0;0;0;0;182,5; 0,5000 ; 0,6979 ; 2,4426 ; 3,6640 ; -     ; 3,6640 ;PRESENCIAL;;;;;;;
RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM GASTRONOMIA;TURISMO, HOSPITALIDADE E LAZER;NÃO;PROEJA - INTEGRADO;2584647;TECNICO EM GASTRONOMIA PROEJA - INTEGRADO 11/02/2019 22/12/2021;11/02/2019;22/12/2021;2880;800;2400;2,5;;1046;2,2945;837,4761;1,0468;;;01/01/2023;31/12/2023;1;0;0;0;0;182,5; 0,5000 ; 0,5234 ; 0,2617 ; 0,6543 ; -     ; 0,6543 ;PRESENCIAL;;;;;;;
RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;BACHARELADO;SISTEMAS DE INFORMACAO;INFORMACAO E COMUNICACAO;NÃO;;2593941;SISTEMAS DE INFORMACAO  18/02/2019 23/12/2022;18/02/2019;23/12/2022;3180;3000;3000;1,5;;1405;2,1352;779,3594;0,9742;;;01/01/2023;31/12/2023;16;0;0;0;0;182,5; 0,5000 ; 0,4871 ; 3,8968 ; 5,8452 ; -     ; 5,8452 ;PRESENCIAL;;;;;;;
RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNOLOGIA;GASTRONOMIA;TURISMO, HOSPITALIDADE E LAZER;NÃO;;2594004;GASTRONOMIA  18/02/2019 22/10/2021;18/02/2019;22/10/2021;1888;1600;1600;2,5;;978;1,6360;597,1370;0,7464;;;01/01/2023;31/12/2023;6;0;0;0;0;182,5; 0,5000 ; 0,3732 ; 1,1196 ; 2,7991 ; -     ; 2,7991 ;PRESENCIAL;;;;;;;
RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNOLOGIA;GESTAO DE TURISMO;TURISMO, HOSPITALIDADE E LAZER;NÃO;;2594032;GESTAO DE TURISMO  18/02/2019 22/10/2021;18/02/2019;22/10/2021;2052;1600;1600;1;;978;1,6360;597,1370;0,7464;;;01/01/2023;31/12/2023;1;0;0;0;0;182,5; 0,5000 ; 0,3732 ; 0,1866 ; 0,1866 ; -     ; 0,1866 ;PRESENCIAL;;;;;;;
RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;LICENCIATURA;MATEMATICA;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;2594055;MATEMATICA  18/02/2019 16/12/2022;18/02/2019;16/12/2022;3376;3200;3200;2,5;;1398;2,2890;835,4793;1,0443;;;01/01/2023;31/12/2023;15;0;0;0;0;182,5; 0,5000 ; 0,5222 ; 3,9163 ; 9,7908 ; -     ; 9,7908 ;PRESENCIAL;;;;;;;
RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;LICENCIATURA;FISICA;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;2596947;FISICA  01/03/2019 16/12/2022;01/03/2019;16/12/2022;3304;3200;3200;2,5;;1387;2,3071;842,1053;1,0526;;;01/01/2023;31/12/2023;3;0;0;0;0;182,5; 0,5000 ; 0,5263 ; 0,7895 ; 1,9737 ; -     ; 1,9737 ;PRESENCIAL;;;;;;;
RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM INFORMATICA;INFORMACAO E COMUNICACAO;NÃO;INTEGRADO;2673406;TECNICO EM INFORMATICA INTEGRADO 13/02/2020 22/12/2022;13/02/2020;22/12/2022;3386;1200;3200;1,5;;1044;3,0651;1.118,7739;1,3985;;;01/01/2023;31/12/2023;14;0;0;0;0;182,5; 0,5000 ; 0,6992 ; 4,8946 ; 7,3420 ; -     ; 7,3420 ;PRESENCIAL;;;;;;;
RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM EVENTOS;TURISMO, HOSPITALIDADE E LAZER;NÃO;INTEGRADO;2673408;TECNICO EM EVENTOS INTEGRADO 13/02/2020 22/12/2022;13/02/2020;22/12/2022;3000;800;3000;1,5;;1044;2,8736;1.048,8506;1,3111;;;01/01/2023;31/12/2023;9;0;0;0;0;182,5; 0,5000 ; 0,6555 ; 2,9499 ; 4,4248 ; -     ; 4,4248 ;PRESENCIAL;;;;;;;
RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM GASTRONOMIA;TURISMO, HOSPITALIDADE E LAZER;NÃO;SUBSEQUENTE;2683669;TECNICO EM GASTRONOMIA SUBSEQUENTE 13/02/2020 16/07/2021;13/02/2020;16/07/2021;960;800;800;1,5;;520;1,5385;561,5385;0,7019;;;01/01/2023;31/12/2023;1;0;0;0;0;182,5; 0,5000 ; 0,3510 ; 0,1755 ; 0,2632 ; -     ; 0,2632 ;PRESENCIAL;;;;;;;
RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM LOGISTICA;GESTAO E NEGOCIOS;NÃO;SUBSEQUENTE;2683673;TECNICO EM LOGISTICA SUBSEQUENTE 13/02/2020 17/07/2021;13/02/2020;17/07/2021;960;800;800;1,5;;521;1,5355;560,4607;0,7006;;;01/01/2023;31/12/2023;1;0;0;0;0;182,5; 0,5000 ; 0,3503 ; 0,1751 ; 0,2627 ; -     ; 0,2627 ;PRESENCIAL;;;;;;;
RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNOLOGIA;GASTRONOMIA;TURISMO, HOSPITALIDADE E LAZER;NÃO;;2684800;GASTRONOMIA  13/02/2020 15/07/2022;13/02/2020;15/07/2022;1888;1600;1600;2,5;;884;1,8100;660,6335;0,8258;;;01/01/2023;31/12/2023;11;0;0;0;0;182,5; 0,5000 ; 0,4129 ; 2,2709 ; 5,6773 ; -     ; 5,6773 ;PRESENCIAL;;;;;;;
RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;BACHARELADO;SISTEMAS DE INFORMACAO;INFORMACAO E COMUNICACAO;NÃO;;2684804;SISTEMAS DE INFORMACAO  13/02/2020 20/12/2024;13/02/2020;20/12/2024;3180;3000;3000;1,5;;1773;1,6920;617,5973;0,7720;;;01/01/2023;31/12/2023;9;365;0;0;0;0; 1,0000 ; 0,7720 ; 6,9480 ; 10,4220 ; -     ; 10,4220 ;PRESENCIAL;;;;;;;
RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM GASTRONOMIA;TURISMO, HOSPITALIDADE E LAZER;NÃO;PROEJA - INTEGRADO;2692872;TECNICO EM GASTRONOMIA PROEJA - INTEGRADO 13/02/2020 17/12/2022;13/02/2020;17/12/2022;2400;800;2400;2,5;;1039;2,3099;843,1184;1,0539;;;01/01/2023;31/12/2023;22;0;0;0;0;182,5; 0,5000 ; 0,5269 ; 5,7964 ; 14,4911 ; -     ; 14,4911 ;PRESENCIAL;;;;;;;
RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNOLOGIA;GESTAO DE TURISMO;TURISMO, HOSPITALIDADE E LAZER;NÃO;;2693064;GESTAO DE TURISMO  13/02/2020 15/07/2022;13/02/2020;15/07/2022;1980;1600;1600;1;;884;1,8100;660,6335;0,8258;;;01/01/2023;31/12/2023;7;0;0;0;0;182,5; 0,5000 ; 0,4129 ; 1,4451 ; 1,4451 ; -     ; 1,4451 ;PRESENCIAL;;;;;;;
RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;LICENCIATURA;FISICA;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;2693068;FISICA  13/02/2020 17/12/2023;13/02/2020;17/12/2023;3304;3200;3200;2,5;;1404;2,2792;831,9088;1,0399;;;01/01/2023;31/12/2023;4;0;0;351;0;0; 0,9616 ; 1,0000 ; 4,0000 ; 10,0000 ; -     ; 10,0000 ;PRESENCIAL;;;;;;;
RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;LICENCIATURA;MATEMATICA;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;2693069;MATEMATICA  13/02/2020 15/12/2023;13/02/2020;15/12/2023;3376;3200;3200;2,5;;1402;2,2825;833,0956;1,0414;;;01/01/2023;31/12/2023;9;0;0;349;0;0; 0,9562 ; 0,9957 ; 8,9615 ; 22,4037 ; -     ; 22,4037 ;PRESENCIAL;;;;;;;
RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM EVENTOS;TURISMO, HOSPITALIDADE E LAZER;NÃO;INTEGRADO;2763264;TECNICO EM EVENTOS INTEGRADO 05/04/2021 23/12/2023;05/04/2021;23/12/2023;3160;800;3000;1,5;;993;3,0211;1.102,7190;1,3784;;;01/01/2023;31/12/2023;51;0;0;357;0;0; 0,9781 ; 1,3482 ; 68,7576 ; 103,1363 ; -     ; 103,1363 ;PRESENCIAL;;;;;;;
RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM INFORMATICA;INFORMACAO E COMUNICACAO;NÃO;INTEGRADO;2763265;TECNICO EM INFORMATICA INTEGRADO 05/04/2021 21/12/2023;05/04/2021;21/12/2023;3386;1200;3200;1,5;;991;3,2291;1.178,6075;1,4733;;;01/01/2023;31/12/2023;53;0;0;355;0;0; 0,9726 ; 1,4329 ; 75,9435 ; 113,9152 ; -     ; 113,9152 ;PRESENCIAL;;;;;;;
RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM GASTRONOMIA;TURISMO, HOSPITALIDADE E LAZER;NÃO;SUBSEQUENTE;2763267;TECNICO EM GASTRONOMIA SUBSEQUENTE 05/04/2021 31/07/2022;05/04/2021;31/07/2022;960;800;800;1,5;;483;1,6563;604,5549;0,7557;;;01/01/2023;31/12/2023;2;0;0;0;0;182,5; 0,5000 ; 0,3778 ; 0,3778 ; 0,5668 ; -     ; 0,5668 ;PRESENCIAL;;;;;;;
RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM LOGISTICA;GESTAO E NEGOCIOS;NÃO;SUBSEQUENTE;2763268;TECNICO EM LOGISTICA SUBSEQUENTE 05/04/2021 31/07/2022;05/04/2021;31/07/2022;960;800;800;1,5;;483;1,6563;604,5549;0,7557;;;01/01/2023;31/12/2023;1;0;0;0;0;182,5; 0,5000 ; 0,3778 ; 0,1889 ; 0,2834 ; -     ; 0,2834 ;PRESENCIAL;;;;;;;
RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM GASTRONOMIA;TURISMO, HOSPITALIDADE E LAZER;NÃO;PROEJA - INTEGRADO;2765272;TECNICO EM GASTRONOMIA PROEJA - INTEGRADO 05/04/2021 21/12/2023;05/04/2021;21/12/2023;2400;800;2400;2,5;;991;2,4218;883,9556;1,1049;;;01/01/2023;31/12/2023;13;0;0;355;0;0; 0,9726 ; 1,0747 ; 13,9707 ; 34,9268 ; -     ; 34,9268 ;PRESENCIAL;;;;;;;
RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;BACHARELADO;SISTEMAS DE INFORMACAO;INFORMACAO E COMUNICACAO;NÃO;;2772178;SISTEMAS DE INFORMACAO  05/04/2021 21/12/2024;05/04/2021;21/12/2024;3180;3000;3000;1,5;;1357;2,2108;806,9270;1,0087;;;01/01/2023;31/12/2023;16;365;0;0;0;0; 1,0000 ; 1,0087 ; 16,1385 ; 24,2078 ; -     ; 24,2078 ;PRESENCIAL;;;;;;;
RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;LICENCIATURA;MATEMATICA;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;2772180;MATEMATICA  05/04/2021 21/12/2024;05/04/2021;21/12/2024;3376;3200;3200;2,5;;1357;2,3581;860,7222;1,0759;;;01/01/2023;31/12/2023;9;365;0;0;0;0; 1,0000 ; 1,0759 ; 9,6831 ; 24,2078 ; -     ; 24,2078 ;PRESENCIAL;;;;;;;
RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNOLOGIA;GESTAO DE TURISMO;TURISMO, HOSPITALIDADE E LAZER;NÃO;;2772183;GESTAO DE TURISMO  05/04/2021 17/07/2023;05/04/2021;17/07/2023;2052;1600;1600;1;;834;1,9185;700,2398;0,8753;;;01/01/2023;31/12/2023;17;0;0;198;0;0; 0,5425 ; 0,4748 ; 8,0719 ; 8,0719 ; -     ; 8,0719 ;PRESENCIAL;;;;;;;
RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNOLOGIA;GASTRONOMIA;TURISMO, HOSPITALIDADE E LAZER;NÃO;;2772185;GASTRONOMIA  05/04/2021 17/07/2023;05/04/2021;17/07/2023;1888;1600;1600;2,5;;834;1,9185;700,2398;0,8753;;;01/01/2023;31/12/2023;11;0;0;198;0;0; 0,5425 ; 0,4748 ; 5,2230 ; 13,0576 ; -     ; 13,0576 ;PRESENCIAL;;;;;;;
